Regional Economy,Statistic,Value,Footnote,Year,Unit of Measure,Sustainable Development Goal,ADB Economy Code
Samoa,1.2.1 – Proportion of Population Living below the National Poverty Line,21.9,,2018,%,1.2.1,SAM
Singapore,1.2.1 – Proportion of Population Living below the National Poverty Line,,,,%,1.2.1,SIN
Solomon Islands,1.2.1 – Proportion of Population Living below the National Poverty Line,,,,%,1.2.1,SOL
Sri Lanka,1.2.1 – Proportion of Population Living below the National Poverty Line,14.3,,2019,%,1.2.1,SRI
"Taipei,China",1.2.1 – Proportion of Population Living below the National Poverty Line,1.3,,2022,%,1.2.1,TAP
Tajikistan,1.2.1 – Proportion of Population Living below the National Poverty Line,26.3,,2019,%,1.2.1,TAJ
Thailand,1.2.1 – Proportion of Population Living below the National Poverty Line,5.4,,2022,%,1.2.1,THA
Timor-Leste,1.2.1 – Proportion of Population Living below the National Poverty Line,,,,%,1.2.1,TIM
Tonga,1.2.1 – Proportion of Population Living below the National Poverty Line,24,,2021,%,1.2.1,TON
Turkmenistan,1.2.1 – Proportion of Population Living below the National Poverty Line,,,,%,1.2.1,TKM
Tuvalu,1.2.1 – Proportion of Population Living below the National Poverty Line,,,,%,1.2.1,TUV
Uzbekistan,1.2.1 – Proportion of Population Living below the National Poverty Line,11,,2023,%,1.2.1,UZB
Vanuatu,1.2.1 – Proportion of Population Living below the National Poverty Line,15.9,,2020,%,1.2.1,VAN
Viet Nam,1.2.1 – Proportion of Population Living below the National Poverty Line,4.2,*,2022,%,1.2.1,VIE
Afghanistan,2.1.1 – Prevalence of Undernourishment,30.1,,2020-2022,%,2.1.1,AFG
Armenia,2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,ARM
Azerbaijan,2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,AZE
Bangladesh,2.1.1 – Prevalence of Undernourishment,11.2,,2020-2022,%,2.1.1,BAN
Bhutan,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,BHU
Brunei Darussalam,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,BRU
Cambodia,2.1.1 – Prevalence of Undernourishment,4.8,,2020-2022,%,2.1.1,CAM
"China, People's Republic of",2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,PRC
Cook Islands,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,COO
Fiji,2.1.1 – Prevalence of Undernourishment,6.6,,2020-2022,%,2.1.1,FIJ
Georgia,2.1.1 – Prevalence of Undernourishment,2.9,,2020-2022,%,2.1.1,GEO
"Hong Kong, China",2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,HKG
India,2.1.1 – Prevalence of Undernourishment,16.6,,2020-2022,%,2.1.1,IND
Indonesia,2.1.1 – Prevalence of Undernourishment,5.9,,2020-2022,%,2.1.1,INO
Kazakhstan,2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,KAZ
Kiribati,2.1.1 – Prevalence of Undernourishment,12.1,,2020-2022,%,2.1.1,KIR
"Korea, Republic of",2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,KOR
Kyrgyz Republic,2.1.1 – Prevalence of Undernourishment,4.8,,2020-2022,%,2.1.1,KGZ
Lao People's Democratic Republic,2.1.1 – Prevalence of Undernourishment,4.7,,2020-2022,%,2.1.1,LAO
Malaysia,2.1.1 – Prevalence of Undernourishment,2.7,,2020-2022,%,2.1.1,MAL
Maldives,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,MLD
Marshall Islands,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,RMI
"Micronesia, Federated States of",2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,FSM
Mongolia,2.1.1 – Prevalence of Undernourishment,8,,2020-2022,%,2.1.1,MON
Myanmar,2.1.1 – Prevalence of Undernourishment,3.8,,2020-2022,%,2.1.1,MYA
Nauru,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,NAU
Nepal,2.1.1 – Prevalence of Undernourishment,5.4,,2020-2022,%,2.1.1,NEP
Niue,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,NIU
Pakistan,2.1.1 – Prevalence of Undernourishment,18.5,,2020-2022,%,2.1.1,PAK
Palau,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,PAL
Papua New Guinea,2.1.1 – Prevalence of Undernourishment,23.4,,2020-2022,%,2.1.1,PNG
Philippines,2.1.1 – Prevalence of Undernourishment,5.2,,2020-2022,%,2.1.1,PHI
Samoa,2.1.1 – Prevalence of Undernourishment,4.6,,2020-2022,%,2.1.1,SAM
Singapore,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,SIN
Solomon Islands,2.1.1 – Prevalence of Undernourishment,19,,2020-2022,%,2.1.1,SOL
Sri Lanka,2.1.1 – Prevalence of Undernourishment,5.3,,2020-2022,%,2.1.1,SRI
"Taipei,China",2.1.1 – Prevalence of Undernourishment,3,,2020-2022,%,2.1.1,TAP
Tajikistan,2.1.1 – Prevalence of Undernourishment,9.3,,2020-2022,%,2.1.1,TAJ
Thailand,2.1.1 – Prevalence of Undernourishment,5.2,,2020-2022,%,2.1.1,THA
Timor-Leste,2.1.1 – Prevalence of Undernourishment,22.3,,2020-2022,%,2.1.1,TIM
Tonga,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,TON
Turkmenistan,2.1.1 – Prevalence of Undernourishment,5.7,,2020-2022,%,2.1.1,TKM
Tuvalu,2.1.1 – Prevalence of Undernourishment,,,,%,2.1.1,TUV
Uzbekistan,2.1.1 – Prevalence of Undernourishment,<2.5,,2020-2022,%,2.1.1,UZB
Vanuatu,2.1.1 – Prevalence of Undernourishment,9.5,,2020-2022,%,2.1.1,VAN
Viet Nam,2.1.1 – Prevalence of Undernourishment,5,,2020-2022,%,2.1.1,VIE
Afghanistan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,33.1,,2022,%,2.2.1,AFG
Armenia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,7.2,,2022,%,2.2.1,ARM
Azerbaijan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,13.3,,2022,%,2.2.1,AZE
Bangladesh,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,26.4,,2022,%,2.2.1,BAN
Bhutan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,22.7,,2022,%,2.2.1,BHU
Brunei Darussalam,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,10.9,,2022,%,2.2.1,BRU
Cambodia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,22.3,,2022,%,2.2.1,CAM
"China, People's Republic of",2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,4.6,,2022,%,2.2.1,PRC
Cook Islands,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,COO
Fiji,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,7.1,,2022,%,2.2.1,FIJ
Georgia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,4.8,,2022,%,2.2.1,GEO
"Hong Kong, China",2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,HKG
India,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,31.7,,2022,%,2.2.1,IND
Indonesia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,31,,2022,%,2.2.1,INO
Kazakhstan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,4.9,,2022,%,2.2.1,KAZ
Kiribati,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,14.2,,2022,%,2.2.1,KIR
"Korea, Republic of",2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,1.7,,2022,%,2.2.1,KOR
Kyrgyz Republic,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,10.3,,2022,%,2.2.1,KGZ
Lao People's Democratic Republic,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,27.7,,2022,%,2.2.1,LAO
Malaysia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,21.9,,2022,%,2.2.1,MAL
Maldives,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,13.9,,2022,%,2.2.1,MLD
Marshall Islands,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,30.5,,2022,%,2.2.1,RMI
"Micronesia, Federated States of",2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,FSM
Mongolia,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,6.1,,2022,%,2.2.1,MON
Myanmar,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,24.1,,2022,%,2.2.1,MYA
Nauru,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,14.8,,2022,%,2.2.1,NAU
Nepal,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,26.7,,2022,%,2.2.1,NEP
Niue,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,NIU
Pakistan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,34,,2022,%,2.2.1,PAK
Palau,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,PAL
Papua New Guinea,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,51.2,,2022,%,2.2.1,PNG
Philippines,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,28.8,,2022,%,2.2.1,PHI
Samoa,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,7.4,,2022,%,2.2.1,SAM
Singapore,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,3,,2022,%,2.2.1,SIN
Solomon Islands,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,29.8,,2022,%,2.2.1,SOL
Sri Lanka,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,15.9,,2022,%,2.2.1,SRI
"Taipei,China",2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,,,,%,2.2.1,TAP
Tajikistan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,13.1,,2022,%,2.2.1,TAJ
Thailand,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,11.8,,2022,%,2.2.1,THA
Timor-Leste,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,45.1,,2022,%,2.2.1,TIM
Tonga,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,1.8,,2022,%,2.2.1,TON
Turkmenistan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,6.7,,2022,%,2.2.1,TKM
Tuvalu,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,5.2,,2022,%,2.2.1,TUV
Uzbekistan,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,6.9,,2022,%,2.2.1,UZB
Vanuatu,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,31.4,,2022,%,2.2.1,VAN
Viet Nam,2.2.1 – Prevalence of Stunting among Children under 5 Years of Age,19.3,,2022,%,2.2.1,VIE
Afghanistan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.7,,2022,%,2.2.2,AFG
Armenia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,11.5,,2022,%,2.2.2,ARM
Azerbaijan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,10.1,,2022,%,2.2.2,AZE
Bangladesh,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.1,,2022,%,2.2.2,BAN
Bhutan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,6.5,,2022,%,2.2.2,BHU
Brunei Darussalam,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,9.1,,2022,%,2.2.2,BRU
Cambodia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.8,,2022,%,2.2.2,CAM
"China, People's Republic of",2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.9,,2022,%,2.2.2,PRC
Cook Islands,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,COO
Fiji,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,7.4,,2022,%,2.2.2,FIJ
Georgia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5,,2022,%,2.2.2,GEO
"Hong Kong, China",2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,HKG
India,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.8,,2022,%,2.2.2,IND
Indonesia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,10.6,,2022,%,2.2.2,INO
Kazakhstan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,7.7,,2022,%,2.2.2,KAZ
Kiribati,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2,,2022,%,2.2.2,KIR
"Korea, Republic of",2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5.4,,2022,%,2.2.2,KOR
Kyrgyz Republic,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,6.4,,2022,%,2.2.2,KGZ
Lao People's Democratic Republic,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4,,2022,%,2.2.2,LAO
Malaysia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5.7,,2022,%,2.2.2,MAL
Maldives,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.3,,2022,%,2.2.2,MLD
Marshall Islands,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.4,,2022,%,2.2.2,RMI
"Micronesia, Federated States of",2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,FSM
Mongolia,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,10.7,,2022,%,2.2.2,MON
Myanmar,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,0.8,,2022,%,2.2.2,MYA
Nauru,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.5,,2022,%,2.2.2,NAU
Nepal,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.7,,2022,%,2.2.2,NEP
Niue,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,NIU
Pakistan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.7,,2022,%,2.2.2,PAK
Palau,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,PAL
Papua New Guinea,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,16,,2022,%,2.2.2,PNG
Philippines,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.6,,2022,%,2.2.2,PHI
Samoa,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,7.9,,2022,%,2.2.2,SAM
Singapore,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.8,,2022,%,2.2.2,SIN
Solomon Islands,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5.5,,2022,%,2.2.2,SOL
Sri Lanka,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.3,,2022,%,2.2.2,SRI
"Taipei,China",2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,,,%,2.2.2,TAP
Tajikistan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3,,2022,%,2.2.2,TAJ
Thailand,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.6,,2022,%,2.2.2,THA
Timor-Leste,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.3,,2022,%,2.2.2,TIM
Tonga,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,10.9,,2022,%,2.2.2,TON
Turkmenistan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,3.6,,2022,%,2.2.2,TKM
Tuvalu,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.2,,2022,%,2.2.2,TUV
Uzbekistan,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,4.2,,2022,%,2.2.2,UZB
Vanuatu,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,5.1,,2022,%,2.2.2,VAN
Viet Nam,2.2.2 – Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,8.1,,2022,%,2.2.2,VIE
Afghanistan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.1,,2018,%,2.2.2,AFG
Armenia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,4.4,,2016,%,2.2.2,ARM
Azerbaijan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,AZE
Bangladesh,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.8,,2019,%,2.2.2,BAN
Bhutan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,BHU
Brunei Darussalam,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,BRU
Cambodia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.6,,2021,%,2.2.2,CAM
"China, People's Republic of",2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,1.9,,2017,%,2.2.2,PRC
Cook Islands,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,COO
Fiji,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,4.6,,2021,%,2.2.2,FIJ
Georgia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,0.6,,2018,%,2.2.2,GEO
"Hong Kong, China",2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,HKG
India,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,18.7,,2020,%,2.2.2,IND
Indonesia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,10.2,,2018,%,2.2.2,INO
Kazakhstan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,KAZ
Kiribati,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,3.5,,2018,%,2.2.2,KIR
"Korea, Republic of",2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,0.2,,2020,%,2.2.2,KOR
Kyrgyz Republic,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,2,,2018,%,2.2.2,KGZ
Lao People's Democratic Republic,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9,,2017,%,2.2.2,LAO
Malaysia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.7,,2019,%,2.2.2,MAL
Maldives,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.1,,2017,%,2.2.2,MLD
Marshall Islands,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,3.5,,2017,%,2.2.2,RMI
"Micronesia, Federated States of",2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,FSM
Mongolia,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,0.9,,2018,%,2.2.2,MON
Myanmar,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.4,,2018,%,2.2.2,MYA
Nauru,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,NAU
Nepal,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.7,,2022,%,2.2.2,NEP
Niue,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,NIU
Pakistan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.1,,2018,%,2.2.2,PAK
Palau,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,PAL
Papua New Guinea,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,PNG
Philippines,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,PHI
Samoa,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,3.1,,2019,%,2.2.2,SAM
Singapore,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,SIN
Solomon Islands,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,SOL
Sri Lanka,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,15.1,,2016,%,2.2.2,SRI
"Taipei,China",2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,,,%,2.2.2,TAP
Tajikistan,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,5.6,,2017,%,2.2.2,TAJ
Thailand,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.7,,2019,%,2.2.2,THA
Timor-Leste,2.2.2 – Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,8.3,,2020,%,2.2.2,TIM
